Title,Company,Skills and Experience
(District 7) Java Developer,POSCO DX VIETNAM,"Your skills and experience 
 Required Qualifications 
 Minimum 2 
 years of experience 
 in Java and Spring Framework (Spring Boot) development. 
 Proficiency in 
 HTML5, CSS3, and JavaScript (ES6+) 
 . 
 Experience with at least one modern front-end framework: 
 React.js 
 or 
 Vue.js 
 . 
 Hands-on experience in 
 REST API design and integration 
 . 
 Experience working with 
 RDBMS 
 such as MySQL or PostgreSQL. 
 Familiarity with collaboration tools such as 
 Git, Jira, and Confluence 
 . 
 Ability to communicate effectively in 
 English or Korean 
 for basic work-related interactions. 
 Preferred Skills 
 Experience in designing and implementing IT Systems 
 Expeience in using 
 AI-assisted coding (GitHub Copilot). 
 Experience with 
 LLM (Large Language Models) 
 and AI agent frameworks such as 
 LangChain 
 or 
 LlamaIndex 
 is a plus. 
 Problem-solving mindset with attention to detail. 
 Korean language proficiency is a plus."
Dot Net Developer,Motorola Solutions,"Your skills and experience 
 KEY REQUIREMENTS (MUST HAVE) 
 A. Modern .NET & System Skills (Top Priority): 
 Tech Stack: 
 Proficiency in C# with a focus on 
 .NET 8 or higher 
 . 
 Strong understanding of Asynchronous Programming: 
 You must strictly distinguish between CPU-bound (Task.Run) and I/O-bound (await) operations. 
 Multi-threading competence: 
 Ability to work with 
 Synchronization 
 (Lock, Monitor, Semaphore, Mutex). 
 Ability to debug 
 Race Conditions 
 and 
 Deadlocks 
 . 
 System Knowledge: 
 Understanding of Process lifecycle, Memory Management, and how Services/Daemons work on an OS level. 
 B. Integration & Environment: 
 Interop: 
 Experience integrating 
 C++ libraries 
 (Native DLLs) into C# applications (P/Invoke). 
 OS: 
 Comfortable deploying and debugging .NET applications on both 
 Windows 
 and 
 Linux 
 . 
 C. Database: 
 Experience with 
 SQLite 
 : Know how to perform basic CRUD operations using EF Core or SQL Client. 
 4. NICE TO HAVE (BIG PLUS) 
 Windows UI Development: 
 Experience building Desktop UIs using 
 C# (WPF, WinForms, or WinUI) 
 . 
 Elasticsearch / NoSQL: 
 Hands-on experience with 
 Elasticsearch 
 (Index design, Query DSL) or 
 MongoDB 
 . 
 Docker: 
 Experience writing Dockerfile and docker-compose to containerize .NET 8 applications. 
 Azure Cloud: 
 Familiarity with Azure IoT Hub or Data Synchronization. 
 C++ Literacy: 
 Ability to read C++ header files (.h) to understand data structures for mapping (Coding in C++ is NOT required)."
Middle/Junior Software Developer (Java/Golang/Angular),OnePay,"Your skills and experience 
 General skills: 
 Bachelor’s degree in computer programming, computer science, or a related field. 
 03 years working experience in software development. 
 Strong proficiency in Java or Golang for backend development and/or Angular for frontend development. 
 Experience with RESTful APIs, microservices architecture. 
 Good knowledge on Database system: Oracle, Postgresql, NoSQL (OpenSearch, ElasticSearch) 
 Knowledge of DevOps practices, Git, CI/CD pipelines, and containerization (Docker/Kubernetes) is a plus. 
 Experience with AI coding tools is a plus. 
 Speaking, Writing and Reading English is preferred. 
 Opportunity to become Technical Leader or higher in your career path if you have: 
 Good leadership skills; analytical skills and communication skills 
 Logical thinking & Problem – solving skills"
"Software Developer (.Net, Java) - Speaking Japanese",ISV Vietnam,"Your skills and experience 
 1. Về ngoại ngữ 
 Yêu cầu tiếng Nhật trình độ N3 trở lên 
 2. Về kỹ thuật: 
 Không yêu cầu kinh nghiệm (sẽ được đào tạo sau khi được tuyển dụng) 
 Thành thạo các ngôn ngữ lập trình như: , .NET, Java 
 Có kiến thức về SQL Server 
 3. Về tính cách và kỹ năng khác: 
 Kỹ năng giải quyết vấn đề tốt 
 Yêu thích làm việc trong môi trường Nhật Bản và khách hàng Nhật 
 Ham học hỏi và có ý chí vươn lên 
 Năng động, chịu được áp lực công việc. 
 Có trách nhiệm cao và có tinh thần làm việc nhóm"
"Fullstack Teachnical Leader (NestJS, Angular, MongoDB)",IONAH,"Your skills and experience 
 At least 3 years of experience in a team management or technical leadership role 
 Tối thiểu 3 năm kinh nghiệm trong vai trò quản lý nhóm hoặc lãnh đạo kỹ thuật. 
 At least 
 4 years 
 of experience with NestJS. 
 Ít nhất 4 năm kinh nghiệm với NestJS. 
 At least 
 4 years 
 of experience with Angular. 
 Ít nhất 4 năm kinh nghiệm với Angular. 
 At least 4 years of experience with MongoDB. 
 Ít nhất 4 năm kinh nghiệm với MongoDB. 
 Strong analytical, problem-solving abilities and testing mindset 
 Khả năng phân tích, giải quyết vấn đề và tư duy kiểm tra mạnh mẽ 
 Experience in working with ReactJS/AWS is a plus. 
 Kinh nghiệm làm việc với ReactJS/AWS là một lợi thế."
Application Engineer (TypeScript/ PHP),LIFULL Tech Vietnam,"Your skills and experience 
 Requirements 
 At least 5 years experience of developing (Must: TypeScript or PHP; Nice to have: Ruby) 
 Experience with at least one of the following: MySQL, PostgreSQL, or Oracle. 
 Experience of code, investigation, detailed design and solution review 
 Experience using AI tools for documentation and research. 
 Using AI across the SDLC (specifications, coding, review, and testing) to automate tasks and improve efficiency. 
 Have basic knowledge about AWS 
 Deal with tasks given accurately and thoroughly. 
 Meet the deadline of tasks. 
 Write testable, efficient code. 
 Keep the coding rule. 
 Write and execute unit tests to assure your code works properly. 
 Escalate and consult the leader or senior developer immediately when there is any problem. 
 In meetings, you can use English, understand and answer simple problems. 
 Have a positive attitude to learn. 
 Have a positive attitude, speak logically. 
 Plus mark 
 Team leader experience 
 Possible to implement the design, refine or add basic functions. 
 Experienced in working with databases. 
 Possible to reuse features and functions. 
 Follow the prepared coding rules. 
 Can understand and use important frameworks. 
 Can create test cases from spec. 
 Testing according to test spec."
Agentic Coding Specialist,Scandinavian Software Park,"Your skills and experience 
 Your technical foundation 
 5+ years shipping production software – web apps, backend systems, APIs. You understand developer problems because you’ve had them yourself 
 Strong in one or more of: C#, JavaScript/TypeScript, Java, Python 
 Hands-on, daily use of agentic coding tools. You should know your way around Claude Code, Cursor, GitHub Copilot or similar 
 You understand spec-driven development, agent workflows and how to get reliable results from agentic coding tools 
 Comfortable with modern development practices: CI/CD, code review, testing, version control 
 You can pick up a new codebase quickly and form a view on its architecture and quality 
 Your obsession 
 You follow agentic coding closely – new tools, new workflows, new ways of working with AI. If we ask you “what changed in this space this week?” you should have plenty to say 
 You think about how AI is changing the developer role, not just the tooling, but how teams work, how code gets reviewed how architecture decisions shift 
 You’ve built things with agentic tools on your own initiative – side projects, experiments, automations. Not because it was assigned but because you wanted to 
 You can talk about what you’ve tried, what worked, what didn’t and what you’d do differently 
 Bonus: You do this on your own time too, not just at work 
 Your people skills 
 You’re a clear communicator in English, written and spoken 
 You enjoy teaching and coaching and people tend to trust you quickly 
 You can adjust how you explain things depending on who you’re talking to 
 You’re comfortable presenting to small groups and larger workshops alike 
 You have the patience to help a skeptical developer see the value, and the enthusiasm to keep going 
 How you work 
 Based in Hanoi, working from Scandinavian Software Park 
 Flexible with time zones when coordinating with Nordic teams 
 Comfortable switching between different companies, stacks, and contexts 
 You prefer showing results over making plans. Quick wins first 
 You’re comfortable with ambiguity. This role is still being shaped, and you’ll help shape it 
 Nice to have 
 Consulting experience or a background working across multiple organizations 
 Solutions architecture background 
 Experience calling LLM APIs to build product features (not training or fine-tuning models) 
 Knowledge of cloud platforms (AWS, Azure, GCP) 
 What Success Looks Like 
 We don’t define success for you, that gets set together with the CTOs and team leads at each portfolio company, based on where their teams are and where they want to go. 
 But broadly, after 12 months you should have: 
 Helped the majority of developers at the park actively use AI in their daily work 
 Built practical resources and guides that teams actually refer to 
 Completed several AI replication assessments for Monterro’s deal team 
 Become someone developers at the park trust and seek out 
 Contributed to at least one legacy modernization project 
 How to apply: 
 Send your CV in English to us through the Monterro talent portal. 
 In your application, tell us: 
 What’s the most interesting thing you’ve built or explored with AI coding tools recently? 
 Describe a time you helped another developer learn something new. What did you do, and what made it work?"
"Senior Software Engineer - C#/.Net, Azure, Terraform",MiTek Vietnam,"Your skills and experience 
 Qualifications / Experience for internal candidates 
 Bachelors or Engineer in major of Computer Science, or related field. 
 Senior level: 6 + years of experience 
 Good communication skills and the ability to collaborate effectively with cross-functional teams preferred 
 English: Ability to understand written and spoken English at an advanced level 
 Preferred skills 
 C#, JavaScript, Typescripts and other support programing languages. 
 Angular, .NET, SQL, Entity frameworks 
 OpenAPI/Swagger 
 Platform Engineering 
 Microservices, Micro-Frontends development. 
 Azure DevOps, Azure Cloud 
 Docker, Kubernetes and containerization 
 Infrastructure as Code skills such as Terraform 
 Shared library development"
Web Development (Fresher/ Junior),WebMD Health Services,"Your skills and experience 
 How do you know if this is the right role for you? If you: 
 Have strong analytical and problem-solving skills 
 Are curious and enthusiastic about learning new technologies 
 Are coachable and personable, and happy to learn new methodologies and techniques 
 Are a team player that can collaborate with other members to deliver great software. 
 Your Skills and Experience: 
 English: Upper Intermediate English B2 skills equivalent to IELTS 5.5+, TOEIC 500+ 
 Languages: experience in any of the following languages:.NET, NodeJS, Java, PHP 
 Framework: experience with Object-Oriented Programming, MVC. 
 Database: experience with relational databases such as MySQL or PostgreSQL 
 Platform: experiene with Continuous Integration/Deployment 
 Git: including management of remotes, branching/merging, and rebasing 
 Bonus: 
 Experience with Front End web technologies such as Javascript, React, Angular."
"Chuyên Viên Phát Triển Ứng Dụng (.NET, .NET Core)",Vietbank,"Your skills and experience 
 *YÊU CẦU HỌC VẤN 
 Tốt nghiệp Đại học các ngành trong lĩnh vực CNTT và các chuyên ngành liên quan. 
 *YÊU CẦU KINH NGHIỆM 
 Tối thiểu 2 năm kinh nghiệm 
 Có kiến thức tốt về các nền tảng 
 Java hoặc .NET; OOP, Webservice/RESTful, Unit Test; Front-end: JavaScript, CSS, HTML; 
 Có hiểu biết và kinh nghiệm triển khai đối với các application server như 
 Tomcat, JBoss, IBM WebSphere; WildFly. 
 Có kiến thức tốt về cơ sở dữ liệu (tiêu biểu là Oracle và MS SQL), PL/SQL (viết function, stored procedure, v.v..) 
 Có kinh nghiệm làm việc nhóm và hiểu rõ về các quy trình phát triển phần mềm. 
 Có khả năng tìm hiểu và nắm bắt các kỹ thuật, công nghệ mới. 
 Có kỹ năng về tiếng anh cần thiết cho việc nghiên cứu, tìm hiểu tài liệu và các công nghệ mới. 
 Ưu tiên người có hiểu biết về bảo mật, tiêu chuẩn bảo mật trong phát triển phần mềm. 
 Ưu tiên người có kinh nghiệm làm công việc phát triển ứng dụng trong ngân hàng. 
 Ưu tiên người có kinh nghiệm về Continuous Integration/Continuous Delivery; Maven; Jenkins. 
 Ưu tiên người có hiểu biết về SOA."
"Software Engineer (C#, Angular, JS)",Beyondsoft Technology (Vietnam) Company Limited,"Your skills and experience 
 Bachelor’s degree (or higher) in Computer Science or a related field. 
 1~5 years of experience in software development 
 Programming experience in C#, Angular, JavaScript 
 Good at Engine, able to talk in English proficiently, and 
 b 
 asic proficiency in Chinese is a plus 
 Familiar with Microsoft Power BI, 
 Paginated reports 
 Familiar with Microsoft SQL Server 
 Familiar with Microsoft Azure and Azure DevOps"
IT Leader / Shopify Technical Lead (POD),Công ty POD Software,"Your skills and experience 
 4. Yêu cầu ứng viên (Requirements) 
 Kinh nghiệm 
 Có kinh nghiệm 
 Shopify từ 2 năm trở lên 
 Ưu tiên ứng viên đã từng làm: POD company, Dropshipping team, Shopify agency 
 Kiến thức kỹ thuật 
 Ứng viên cần hiểu: 
 Shopify Admin 
 Shopify Theme 
 Shopify Apps 
 Shopify Liquid 
 Kỹ năng lập trình cơ bản 
 Có kiến thức: 
 HTML 
 CSS 
 Javascript cơ bản 
 API integration cơ bản 
 Automation 
 Biết ít nhất một trong các công cụ: 
 Make 
 Zapier 
 Tracking 
 Có kinh nghiệm thiết lập: 
 Meta Pixel 
 Conversion API 
 Google Analytics 
 5. Kỹ năng cần có 
 Tư duy hệ thống 
 Khả năng tự động hóa quy trình 
 Giải quyết vấn đề kỹ thuật nhanh 
 Làm việc nhóm tốt 
 Sử dụng AI hỗ trợ công việc"
Software Engineer at CommandOSS,CommandOSS,"Your skills and experience 
 You must join the CommandOSS Hackerhouse to qualify. 
 After applying through Itviec, we will send you detailed instructions via the registration email. 
 Computer Science bachelor or equivalent degrees related to software engineering in general Preferably blockchain development skillset and tools related to Sui, Solana, EVM Preferably proficient in English communication"
Middle/Senior Fullstack Engineer (Reactjs base),NAB Innovation Centre Vietnam,"Your skills and experience 
 Must have 
 Experience in 
 AI 
 technology – refined skills in prompt engineering, working experience with Anthropic Claude, and well verse with Cursor IDE. 
 5+ years’ experience working in Software Development 
 , solid experience in 
 JavaScript ES6/TypeScript 
 working with 
 React.js 
 Expert in all areas of 
 web development (HTML5, CSS3, Bootstrap, Foundation, JQuery, JSON) 
 including accessibility and security concerns 
 Ability to design React applications using layout management 
 Ability to leverage developer tooling, and CI/CD pipelines to deploy artefacts 
 Ability to build BFF components (Java) 
 Experience in 
 Cloud computing, especially Amazon Web Services (AWS) 
 Understanding of 
 RESTful APIs 
 design (GraphQL desirable) and Microservicesbased systems 
 Solid experience in 
 Agile 
 (Scrum model) development environments 
 Well-versed in writing structured, well-documented, maintainable, and clean code 
 Strong English communication 
 skills (both verbal & written), especially in the global software development environment 
 Nice-to-have 
 Experience in the Banking or Financial Services industry; 
 Experience in using front-end testing and test runners (eg. Selenium, Mocha/Chai/Jest). 
 Any additional certification or training in IT, Business, Computer Science, or related area."
"AI Engineer (Fullstack, Python, NodeJS, ReactJS)",Hanoi K-Lab,"Your skills and experience 
 Candidates must have at least 
 1 year 
 of experience in this position or an equivalent role. 
 Experience in developing applications using RESTful APIs and integrating external AI services. 
 Proficiency in at least one backend language such as Python or Node.js. 
 Frontend development skills with React, Next.js, or equivalent frameworks. 
 Experience working with LLM frameworks such as LangChain, LlamaIndex, or similar tools. 
 Understanding of AI system architecture, especially RAG and Vector Databases, is a strong advantage. 
 Strong problem-solving skills with the ability to optimize system performance and cost. 
 Proactive mindset with the ability to learn and adapt quickly to new technologies. 
 Nice to Have 
 Experience building real-world AI products (chatbots, AI assistants, edtech platforms, etc.). 
 Background or experience in education or language learning. 
 Experience working with speech technologies (TTS/STT)."
Senior/Junior Full-stack Test Engineer - Sign-on Bonus,KMS Technology,"Your skills and experience 
 Qualifications 
 General requirements: 
 Intermediate or higher English proficiency. 
 Less than 1 year of experience for Fresher 
 , 
 2+ years of experience for Junior, 4+ years of experience for Senior 
 in 
 testing 
 . 
 Strong analytical, troubleshooting, and problem-solving skills. 
 Effective communication and teamwork in English-speaking environments. 
 Proactive, eager to learn, and adaptable to new frameworks and tools. 
 Comfortable delivering results under deadlines and changing priorities. 
 Technical requirements: 
 Strong domain knowledge on 
 API, UI, 
 and mobile testing 
 Strong testing experiences 
 (test strategy, test approach, test plan, test techniques included black box, risk-based, exploratory, Non-UI testing, etc.) 
 Good knowledge of the software development process, especially the software testing process 
 Hands-on experience 
 in 
 Automation 
 testing 
 using frameworks such as 
 Selenium/Playwright, etc. 
 , 
 and good coding skills in 
 Java/JavaScript/ 
 etc 
 . 
 Methodical and detail-oriented, with solid analytical skills and problem-solving ability 
 Strong dedication to quality and a positive, collaborative attitude and approach to testing"
Java Developer,FPT Software,"Your skills and experience 
 At least 2 years of experience in Java development with Spring/Spring Boot and Struts. 
 Proficient in HTML, CSS, JavaScript. 
 Solid understanding of RESTful API development. 
 Strong experience with SQL. 
 Experience working with Japanese clients and handling related documentation is a strong advantage. 
 Experience in document design is a plus. 
 Familiarity with the Waterfall model is a plus. 
 Nice to have 
 English proficiency: able to read and understand technical documents, and capable of basic conversation with clients."
Mid/Sr Software Engineer-AI system (Java/Golang/Python),EPOS Vietnam,"Your skills and experience 
 Bachelor’s Degree in Computer Science / Information Technology / Software Development or related fields 
 Must have: 
 2+ years of experience in backend software development 
 Proficiency in at least one of the following languages: 
 Java / Golang / Python 
 Experience building RESTful APIs and backend services 
 Good understanding of system design and distributed systems 
 Experience working with 
 databases (PostgreSQL, MySQL, Redis, or NoSQL) 
 Familiarity with Docker or containerized environments 
 Experience with 
 cloud platforms (AWS, GCP, or Azure) is a plus 
 Strong problem-solving skills and engineering ownership 
 Intermediate English communication 
 Nice to have: 
 Experience working with LLM APIs (OpenAI, Claude, etc.) 
 Experience building applications that call and orchestrate external APIs 
 Familiarity with RAG pipelines, LLM orchestration, or AI application architectures 
 Experience with vector databases (Pinecone, Weaviate, Milvus) 
 Familiarity with event-driven architectures (Kafka, RabbitMQ) 
 Experience working with Kubernetes in production environments 
 Basic understanding of MLOps or AI infrastructure"
"Mid/Sr Mobile Apps Android Engineer (Java, Kotlin)",EPOS Vietnam,"Your skills and experience 
 Bachelor’s Degree in Computer Science / Information Technology / Software Development or related fields 
 Must have: 
 5+ year of experience in Kotlin and Java Native technologies 
 Hands-on experience in independently completing or participating in large-scale Android projects 
 Good understanding of framework principles, and practical experience in performance optimization for low-end device models, including but not limited to startup, memory, network, etc 
 Understand Jetpack components, familiar with annotation frameworks, and have practical experience 
 Good/Fluent English communication is mandatory 
 Nice to have: 
 Hands-on experience in Flutter cross-platform technologies is an advantage 
 Practical experience in catering apps, with an architecture ability preferred 
 Experience with hardware knowledge reserves and practical experience (including but not limited to printers, external card machines, USB/Bluetooth communication) is preferred"
Java Software Engineer,Home Credit Vietnam,"Your skills and experience 
 BS/MS degree in Computer Science, Engineering, or a related field.​ 
 Intermediate in English.​ 
 Strong experience (minimum 3 years) in Java programming, including object-orientedanalysis, design, and development using common design patterns.​ 
 Experience in designing & developing RESTful APIs and microservices-based system.​ 
 Proficient in frameworks such as Spring Boot, Hibernate, and JPA. Able to adopt openframeworks.​ 
 Hands-on experience with database migration tools (e.g., Flyway), and APIdocumentation tools (e.g., Swagger).​ 
 Strong knowledge of relational databases, including SQL Server.​ 
 Experience in modern CI/CD pipelines and tools (e.g. Azure Pipelines, Maven, Docker,GitOps, FluxCD, Kubernetes).​ 
 Experience with unit testing and integration testing (e.g. Mockito, JUnit, Spring BootTest, Test Container).​ 
 Familiarity with Scrum/Agile development methodologies.​ 
 Strong teamwork skills with a problem-solving mindset"
DevOps Manager,CODE88 COMPANY LIMITED,"Your skills and experience 
 Qualifications: 
 • Bachelor’s degree in Computer Science, Information Technology, or related field. 
 • Minimum of 7-10 years’ experience in IT infrastructure management, with a proven 
 track record in leading teams and managing large-scale projects. 
 • Strong knowledge of DevOps principles, CI/CD methodologies, and automation tools 
 (e.g., Gitlab, Ansible, Terraform, Kubernetes). 
 • Extensive experience with cloud technologies and services (AWS, M365, SaaS). 
 • Practical experience with ITIL management principles or equivalent processes / 
 frameworks. 
 • In-depth knowledge of Information Security Management System (ISMS) and 
 ISO27001 standards. 
 • Experience with hybrid cloud environments and multi-cloud strategies. 
 • Proficiency in disaster recovery planning and business continuity management. 
 • Demonstrated ability to lead and manage projects involving cross-functional teams. 
 • Excellent problem-solving skills, with a strategic mindset and attention to detail. 
 • Strong communication and leadership skills, capable of motivating teams and driving 
 change. 
 • Fluent in English, both oral and written form."
Delivery Leader/Delivery Manager,Capgemini Vietnam,"Your skills and experience 
 Key Responsibilities: 
 Delivery Governance & Excellence 
 Ensure adherence to delivery frameworks, SLAs, and quality benchmarks. 
 Establish and monitor controls to maintain delivery hygiene and excellence. 
 Mobilize the right talent aligned to project needs and client expectations. 
 Client Engagement & Relationship Management 
 Act as the primary point of contact for local client stakeholders. 
 Drive strategic conversations to understand client needs and align delivery outcomes. 
 Identify and pursue opportunities to expand service offerings and deepen client relationships. 
 Leadership & People Management 
 Provide leadership and support to on-ground delivery teams. 
 Actively seek and incorporate feedback from clients and teams. 
 Collaborate with the local centre leader to address people and delivery challenges. 
 Foster a culture of accountability, collaboration, and continuous improvement. 
 Escalation & Issue Resolution 
 Serve as the escalation point for all delivery-related concerns. 
 Proactively resolve issues and ensure timely communication with stakeholders. 
 Success Metrics 
 Improved customer satisfaction scores. 
 Expansion of service footprint within client accounts. 
 Delivery of projects within scope, time, and quality parameters. 
 Positive team engagement and retention. 
 Addition requirement 
 5+ years 
 of experience in software delivery leadership roles, preferably in Agile environments. 
 Strong background in 
 Java technologies 
 and modern software engineering practices. 
 Proven experience in 
 leading distributed teams 
 and managing offshore delivery."
[Danang] Project Leader/ BrSE (Japanese N2+),NEC Vietnam,"Your skills and experience 
 Bachelor’s degree in Computer Science, IT, or related field. 
 5+ years of experience 
 in software development, including 
 at least 
 3 years as BrSE / Team Leader / Project Leader 
 for Japanese projects. 
 Strong skills in 
 project estimation, resource planning, quality control, and risk management 
 . 
 Familiar with project management methodologies (Waterfall, Agile/Scrum). 
 Experience in web-based systems using 
 Java (Spring), Angular 
 , 
 domain knowledge in Banking is a plus. 
 Proficiency in Japanese (JLPT N2 or higher) 
 PMP/ ACP certification is an advantage. 
 Strong leadership, client-facing, presentation, and negotiation skills. 
 Willingness to travel or work overseas when required."
DevOps Engineering Manager,NAB Innovation Centre Vietnam,"Your skills and experience 
 YOUR SKILLS & EXPERIENCE 
 Strong background in leading teams that build high volume, mission critical applications and services. 
 Experience and commitment to building diverse, high-performing, and healthy engineering teams. 
 Ability to generate enthusiasm, provide clarity and deliver results for your team and your broader organisation. 
 Experience and exposure to building Java based services and applications and/or experience and exposure to building React JS based micro front ends. 
 CD/CI experience with container-based Java micro-services and React JS micro front ends 
 . 
 Have in-depth 
 understanding of microservice architecture, API management and distributed systems concepts 
 . 
 Knowledge and Experience in the Identity and Access Management space including relevant protocols and standards such as 
 OAuth, OIDC, FAPI, SAML, LDAP etc 
 . is desirable. 
 Strong technical expertise in 
 enterprise database/directories (eg. RDBMS, Active Directory, Oracle Unified Directory, ForgeRock OpenDJ, Ping Directory Services, eTrust/CA Directory) 
 is desirable. 
 Strong technical expertise in enterprise security integration (eg. TLS, PKI, Key Management, Firewalls, Networking and routing, load balancing etc) is desirable."
Middle/Senior Automation QA (Good English),RIKKEISOFT,"Your skills and experience 
 Strong experience with: 
 At least 3 years of hands-on experience in Automation Testing (Web/API/Mobile) 
 Experience integrating automation into development workflows 
 Strong knowledge of: Test design principles and automation frameworks Version control systems (Git) 
 Preferred Qualifications 
 Solid understanding of CI/CD pipelines (e.g., Jenkins, GitLab CI) 
 Experience with performance testing tools (e.g., JMeter, k6) 
 Familiarity with containerization (Docker) and cloud environments Knowledge of microservices architecture 
 Experience with test data management and environment setup Exposure to security testing practices 
 Soft Skills 
 Strong communication and stakeholder management Leadership and mentoring capabilities 
 Proactive mindset with ownership attitude Ability to work in Agile/Scrum environments"
Mobile Automation Engineer (QA),what3words,"Your skills and experience 
 Essential Skills: 
 Education: 
 BSc/BA in Computer Science, Engineering, or a related field. 
 Mobile Automation: 
 Experience building robust mobile automation frameworks from scratch using open-source tools (e.g., 
 Appium, Espresso, or XCUITest 
 ), with a focus on cross-platform functional testing. 
 Mobile CI/CD Integration: 
 Experience integrating mobile automated test suites into build pipelines, specifically handling 
 mobile-specific challenges 
 like device clouds or emulator/simulator orchestration. 
 Java Proficiency: 
 Strong Java programming skills with expertise in 
 JUnit or TestNG 
 to drive mobile test scripts. 
 DevOps Ecosystem: 
 Experience with build and configuration tools such as 
 GitHub Actions 
 and 
 CircleCI 
 . 
 Device & OS Savvy: 
 A keen eye for mobile-specific nuances, including UI/UX consistency across different screen sizes, OS versions (Android/iOS), and hardware constraints. 
 Soft Skills: 
 Excellent communication in spoken and written English, paired with a high-quality ""mobile-first"" mindset and rigorous attention to detail. 
 Extra credit if you: 
 Have worked with Revenue cat or other services that handle in app subscriptions for Apple’s Appstore and Android’s Play store. 
 Experience working with backend services. 
 Experience with BDD and implementing Cucumber for automation. 
 Have worked on native frameworks (XCUITest, Espresso or UIAutomator) 
 Are able to understand the business context of what you’re doing – understand the value your work creates. 
 The role is based in our Ho Chi Minh office (at ///become.outlooks.rising). While you can work from the office five days a week if preferred, our Engineering team can choose to work up to two days a week from home. We also offer a six-week remote-work allowance; for up to six weeks a year, you can work from anywhere in the world (as long as you’ve got great WiFi and are happy to work on the HQ timezone). 
 Diversity & Inclusion 
 Our mission is to help everyone talk about everywhere, and we believe diverse perspectives make for a better company and better products too. We strongly encourage applications from underrepresented groups and are committed to equality and inclusivity in our hiring processes and company culture."
Senior C# Developer,KOSATEC EMPOWERING GLOBAL INNOVATION,"Your skills and experience 
 Bachelor of Information Technology or related field 
 Extensive experience with C#, in particular versions 10, 11, 12 
 Experience developing desktop applications with MVVM 
 Tools and Frameworks: WPF, ASP.NET Core, .NET 6+, Entity, Dapper, DevExpress, etc. 
 Databases: MS SQL Server, PostgreSQL is a plus 
 Frontend is a plus: Angular, Vue.js 
 Good English"
Senior Python Developer (FastAPI),Extreme Việt Nam,"Your skills and experience 
 Có 
 từ 4-5 năm kinh nghiệm phát triển phần mềm với ít nhất 4 năm kinh nghiệm chuyên sâu về Python 
 và các framework Python như FastAPI. 
 Có 
 kinh nghiệm làm việc với Azure ( Function ) là một lợi thế. 
 Có kỹ năng viết tài liệu thiết kế API sử dụng OpenAPI (Swagger). 
 Có kinh nghiệm làm việc với API RESTful bao gồm authentication/authorization (OAuth2, JWT), rate limiting, và error handling chuẩn. 
 Có kinh nghiệm làm việc với database SQL (PostgreSQL, MSSQL, MySQL) và NoSQL (MongoDB, Redis). 
 Có kinh nghiệm với CI/CD pipelines (GitLab CI, GitHub Actions, Jenkins) và source control (Git, Git Flow). 
 Ưu tiên ứng viên có kinh nghiệm trong kiến trúc FaaS, containerization (Docker, Kubernetes) và cloud platforms (một trong những cloud như : Azure, AWS, GCP). 
 Có kinh nghiệm vận dụng AI vào hỗ trợ công việc là một lợi thế."
"Middle/ Senior Software Engineer (C#, .NET, SQL)",MiTek Vietnam,"Your skills and experience 
 Required qualifications: 
 Bachelor’s degree in Computer Science or a related field. 
 3+ years of experience working as a software engineer and related roles; 
 Experience with C#, .NET, SQL Server 
 Knowledge of data structures and strong understanding of object-oriented principles 
 Comfortable digging into large, unfamiliar codebases to diagnose, debug, and resolve critical issues 
 English proficiency at B2 CEFR level or above (or equivalent) is required. 
 Preferred qualifications: 
 Experience working in an agile development environment 
 Experience working developing desktop applications 
 Understanding of mathematical concepts involving algebra and geometry"
Middle/Senior Software Engineer (.NET/C#),Pixelz,"Your skills and experience 
 4+ years 
 of experience in software development with C# and .NET technologies. 
 Expertise in 
 ASP.NET Core, .NET 6/7+, Web API, and Microservices architecture 
 . 
 Strong experience with 
 SQL Server, Entity Framework (EF Core), and LINQ 
 . 
 Proficiency in 
 front-end technologies 
 (HTML, CSS, JavaScript, and frameworks like Blazor, React, or Angular). 
 Knowledge of 
 asynchronous programming, multithreading, and parallel processing 
 in .NET. 
 Experience with 
 authentication & authorization frameworks 
 like JWT, OAuth2, and OpenID Connect. 
 Experience with 
 Cloud platforms (Azure, AWS, or GCP) 
 and 
 containerization (Docker, Kubernetes) is a plus 
 . 
 Strong knowledge of 
 software architecture, design patterns, and SOLID principles 
 . 
 Familiarity with 
 unit testing frameworks 
 (xUnit, NUnit, Moq) and Test-Driven Development (TDD). 
 Experience working with 
 CI/CD pipelines, Git, and DevOps tools 
 . 
 Excellent problem-solving skills and a proactive attitude toward technical challenges. 
 Strong communication and collaboration skills, with a track record of mentoring junior developers. 
 Good communication in English"
[Global Market] Senior .NET Developer (Good English),RIKKEISOFT,"Your skills and experience 
 5 + years of experience in software development. 
 Strong experience with .NET / .NET Core for backend development. 
 Mandatory experience working with Microservices architecture in production environments. 
 Experience developing RESTful APIs. 
 Solid understanding of 
 Microservices 
 design principles, including: 
 Service decomposition 
 Inter service communication 
 API Gateway 
 Resilience and fault tolerance patterns 
 Experience with TypeScript and modern frontend frameworks (React, VueJS). 
 Experience with message brokers such as Kafka, RabbitMQ, or similar. 
 Experience with Docker / containerization. 
 Experience with Git and CI/CD pipelines."
