Title,Company,Skills and Experience
"Fullstack Developer (Golang, ReactJS, HRMS)",Cadena Vietnam,"Your skills and experience 
 Technical Stack 
 Backend: 
 Golang 
 RESTful APIs 
 Microservices architecture 
 Cloud 
 Database: 
 MariaDB 
 Schema design and complex SQL queries 
 Frontend: 
 React (Web) 
 Flutter (Mobile)"
6 Fullstack (C# JavaScript) Sr Developers /up to $3000,RANGSTRUP IT Vietnam,"Your skills and experience 
 Senior Level 
 Range: $1400 (Senior 5) - $1800 (Senior 7) 
 4+ years experience with using C# 
 Having experience with any modern JavaScript front-end framework such as VueJS, Angular, or React is a plus. 
 Experience with unit tests, design patterns, and SOLID 
 High productivity 
 Participate in and contribute to the design and implementation of projects 
 Active in communication with teammates and clients 
 Principal to Architect/Manager Level 
 Range: $2000 (Principal 1) - $3000 (Architect/Manager 7) 
 All required skills of the Senior level. 
 Deep technical knowledge 
 Project management, lead developer, or architect skills 
 It’s a plus if you have experience with any of the following skills: 
 Geoserver configuration 
 Terraform 
 DevOps"
"Fullstack Developer (.NET 8, ReactJs, Kubernetes)",Restaff – House Of Norway,"Your skills and experience 
 MUST HAVE: 
 At least 4 years of professional experience in web development using . 
 NET 
 Strong experience with 
 React and TypeScript 
 Solid understanding of 
 RESTful API 
 design principles 
 Strong experience with 
 MS SQL / Azure SQL / Entity Framework 
 Deep understanding of 
 SOLID 
 principles, design patterns, and clean architecture 
 Strong analytical and problem-solving skills 
 Ability to take ownership of features end-to-end, from design to production 
 Self-organized, responsible, and able to work independently 
 Growth mindset and continuous learning attitude 
 Confident communication skills in English 
 GOOD TO HAVE: 
 Experienced with 
 Kubernetes (Azure, Google) 
 Experience with GenAI 
 Experienced with Agile 
 /Scrum team 
 Performance Optimization, Software Security, and UI/UX 
 Unit test/ /CI/CD 
 Experienced in European company"
"Full-stack Web (Nuxt.js / NextJS, NodeJS, Laravel)",CÔNG TY TNHH JV-IT TECHS,"Your skills and experience 
 Có trên 3 năm kinh nghiệm phát triển web (ưu tiên Fullstack). 
 Có kinh nghiệm thực tế với Nuxt.js hoặc Vue.js. 
 Có kinh nghiệm với Node.js/NestJs và PHP/Laravel. 
 Hiểu rõ: HTTP, RESTful API, JSON, authentication (JWT, session), cơ bản về bảo mật web. 
 Biết thiết kế và làm việc với MySQL/MariaDB 
 Thành thạo Git. 
 Sử dụng thành thạo AI tools như ChatGPT, GitHub Copilot, Claude, Cursor, Windsuft... để hỗ trợ coding, debug, viết docs 
 Biết viết prompt rõ ràng và kiểm tra lại output (không phụ thuộc hoàn toàn vào AI) 
 Chủ động áp dụng AI vào công việc hằng ngày: phát triển tính năng, viết test và code review"
Junior Fullstack Python Developer (Internal Tools),Công Ty Cổ Phần Dịch Vụ Fincon Global,"Your skills and experience 
 Kinh nghiệm: Tối thiểu 
 1 - 2 năm 
 làm việc với Python (Ưu tiên FastAPI, Django hoặc Flask). 
 Fullstack Skill: 
 Có khả năng xây dựng Web Admin hoàn chỉnh (Backend + UI). 
 Ưu tiên ứng viên biết dùng 
 Streamlit, Reflex 
 hoặc các thư viện UI (Tailwind, Bootstrap) để dựng tool nhanh. 
 Xử lý dữ liệu: 
 Thành thạo thư viện Pandas, Openpyxl để xử lý các file Excel/CSV phức tạp, không đồng nhất. 
 Database: 
 Có kinh nghiệm thực tế với 
 MySQL/MariaDB 
 . Viết SQL tốt, hiểu về thiết kế Schema và tối ưu truy vấn. 
 Tư duy: 
 Có tư duy ""Product Mindset"" – biết cách làm giao diện dễ dùng cho người dùng nội bộ. 
 Điểm cộng: 
 Biết sử dụng Docker và Git cơ bản."
Senior Fullstack Developer (.NET/ReactJS - Chứng khoán),Maybank Investment Bank,"Your skills and experience 
 A. QUALIFICATIONS & EXPERIENCE 
 Bachelor's Degree in Computer Science, Software, Application Programming or a related major. 
 At least 05+ years of experience in Full-stack Software Development, combining .NET Core & Modern Frontend (ReactJS, NextJS). 
 Being able to use English for work (must have). 
 B. TECHNICAL REQUIREMENTS 
 1. Core Technologies 
 Backend 
 : C#, .NET, .NET Core, ASP.NET Core, Entity Framework Core, LINQ. Deep knowledge of Web API and Security Guidelines. 
 Frontend 
 : React JS / Next JS (Server-side rendering), Typescript, Tailwind CSS. Good understanding of browser rendering and optimization strategies. 
 Database 
 : 
 Strong experience with T-SQL (MS SQL Server), and familiarity with other DBs like DB2, Informix, Oracle, or MongoDB. 
 2. Architecture & Infrastructure 
 Experienced with Microservice and event-driven architecture. 
 Strong knowledge in Queue systems (Kafka/ ActiveMQ) and in-memory cache (Redis/Memcached). 
 Experience working on and deploying projects in a Linux environment (basic commands, shell scripting). 
 Familiarity with RESTful APIs and asynchronous data flow. 
 3. Tools & Practices 
 Experience with source version control (Git); clean code/coding standards, code refactoring; Familiar with Unit Tests, UI Automation test; Experience with deployment processes (CI/CD, manual/auto deployment). 
 4. Nice-to-have Criteria 
 Experience in building system architecture in Bank/Finance/Securities domain is a big plus. 
 Experience with Firebase (Cloud messaging, Real-time database, Cloud Functions, Remote config, etc.). 
 Experience with performance optimization, data caching, and working with CDN (like Akamai) for edge computing. 
 Understanding the design, implementation, and operation of distributed Microservices. 
 Hands-on development experience within an Agile environment. 
 C. SOFT SKILLS 
 Strong problem-solving and decision-making ability with logical thinking. 
 Time management, able to work individually and as a team. 
 Self-motivated, proactive and adaptable. 
 Able to translate business requirements to technical solutions independently."
"Senior Fullstack Developer (Python, JavaScript)",CÔNG TY TNHH CÔNG NGHỆ A PLUS,"Your skills and experience 
 Tốt nghiệp đại học 
 3+ năm kinh nghiệm full stack làm product, có kinh nghiệm thực chiến, thiết kế, triển khai, debug hệ thống lớn (nhiều người dùng, dữ liệu lớn hoặc băng thông/độ tải cao) 
 Vượt qua vòng phỏng vấn online và on-site 
 Thành thạo Python, Javascript; khả năng học nhanh, sẵn sàng tiếp cận các ngôn ngữ, công cụ, framework mới 
 Tư duy tốt, có tinh thần học hỏi, cần thận, chăm chỉ, hòa đồng 
 Sẵn sàng thử thách bản thân 
 Có tiếng Anh, chứng chỉ tương đương IELTS 7+ / TOEIC 800+"
Junior Fullstack Developer (NodeJS / NestJS),BALLER HEADWEAR VIET NAM,"Your skills and experience 
 Bachelor’s degree in Information Technology, Computer Science, or a related field. 
 1-2 years of hands-on experience in fullstack development. 
 Experience with Node.js / NestJS for API development. 
 Experience with ReactJS, basic knowledge of Next.js (SSR/ISR is a plus). 
 Familiar with RESTful APIs, HTTP, JWT, and backend concepts. 
 Good logical thinking and ability to learn quickly. 
 Good English (both written and spoken)."
Fullstack Developer (Blockchain & AI),CÔNG TY CỔ PHẦN ROMANA VIỆT NAM,"Your skills and experience 
 Yêu cầu kinh nghiệm: 
 Tối thiểu 5 năm kinh nghiệm phát triển phần mềm. 
 Có kinh nghiệm thực tế triển khai dự án production. 
 Yêu cầu kỹ thuật: 
 Thành thạo JavaScript/TypeScript (React, Next.js), Node.js hoặc Python/Java. 
 Có kinh nghiệm với Microservices, Docker, CI/CD, Cloud (AWS hoặc GCP). 
 Có kinh nghiệm triển khai Smart Contract và Web3 integration. 
 Hiểu biết về bảo mật ứng dụng và bảo mật blockchain. 
 Yêu cầu bổ sung: 
 Có kinh nghiệm sử dụng AI trong phát triển phần mềm. 
 Tư duy hệ thống tốt, làm việc độc lập và chịu trách nhiệm cao. 
 Có khả năng đọc hiểu tài liệu tiếng Anh; tiếng Hàn là lợi thế."
"Full-stack Developer (.NET, Angular, PostgreSql)",CÔNG TY CỔ PHẦN DTSOFT,"Your skills and experience 
 Không yêu cầu kinh nghiệm 
 Thành thạo .NET và frontend framework Angular. 
 Có hiểu biết cơ bản trong phân tích, thiết kế Hướng đối tượng. 
 Có hiểu biết cơ bản ít nhất một trong những cơ sở dữ liệu sau: PostgreSql, Oracle, SQL Server. 
 Có hiểu biết về một trong những kiến thức sau là một lợi thế, bao gồm: Design pattern, SOLID, Devops, Agile/Scrum."
"Senior Full-stack Developer (J2EE, React) SG HN Da Nang",Arbin Instruments,"Your skills and experience 
 Required Knowledge, Skills, and Abilities 
 Proficient in working with J2EE on both greenfield and brownfield projects to make the app reliable, maintainable, performant. 
 Proficient in working with React + Vite + Typescript, Tailwind, Antd to build and maintain dynamic and interactive frontend elements. 
 Experience working with PostgreSQL, Cassandra. 
 Experience in programming with communication protocols, e.g. MQTT. 
 Experience working with Azure cloud or equivalent cloud providers. 
 Experience working with Jira Collaboration Tools. 
 Nice To Have Experience working with CI-CD using Docker, K8S. 
 Nice To Have Experience working with Thingsboard platform. 
 Nice To Have Experience in other languages, e.g. C#, C++, Python, Golang. 
 Education and Experience 
 Degree or equivalent experience: Bachelor or above. 
 Years of experience: at least 5 years. 
 Specialized training in: Computer Science or Computer Engineering or related. 
 Active affiliations: No requirement. 
 Other requirements (certifications and so forth): No. 
 English requirement: confident in reading and writing; listening/speaking fine for presentation, technical discussion. 
 Chinese language is a plus."
Full-Stack Developer (ReactJS + NodeJS + Typescript),Agile Lab Pte Ltd,"Your skills and experience 
 Experience 
 1+ years with ReactJS and frontend development 
 1+ years with NodeJS, Express.js, and backend systems 
 Hands-on experience with Typescript across both frontend and backend 
 Fresh grad that are willing to learn are welcome"
Full-Stack Developer (TypeScript/React/Node.js),PLUS IMPACT,"Your skills and experience 
 2+ năm 
 kinh nghiệm trong lĩnh vực phát triển phần mềm. 
 Thành thạo Full-Stack: 
 Có kinh nghiệm dày dặn với 
 React 
 và hiểu biết sâu về 
 Node.js 
 hoặc các môi trường Backend tương đương. 
 Làm chủ TypeScript: 
 Có kiến thức nền tảng vững chắc và mong muốn sử dụng TypeScript trong toàn bộ vòng đời phát triển dự án. 
 Thiết kế API: 
 Có kinh nghiệm thiết kế và sử dụng 
 RESTful APIs 
 hoặc 
 GraphQL 
 . 
 Kiến thức Database: 
 Có kinh nghiệm làm việc với SQL (PostgreSQL/MySQL) hoặc các cơ sở dữ liệu NoSQL. 
 Ngôn ngữ: 
 JLPT N3+/ Giao tiếp tiếng Nhật cơ bản 
 Điểm cộng (Preferred Skills): 
 Có kinh nghiệm với 
 Next.js (App Router) 
 và các mô hình 
 SSR/SSG 
 . 
 Quen thuộc với các nền tảng Cloud ( 
 AWS, GCP, hoặc Azure 
 ) và hệ thống 
 CI/CD 
 . 
 Hiểu biết về các nguyên tắc thiết kế UI/UX và các thư viện styling hiện đại (Tailwind CSS, v.v.)."
"Java Developer (Spring Boot, Microservices) – ID2686",VPBank,"Your skills and experience 
 Trình độ đào tạo 
 Đại học in Công nghệ thông tin or Khoa học máy tính 
 Kiến thức/ Chuyên môn Có Liên Quan 
 Thành thạo, hiểu biết sâu rộng về OOP & Java Core. 
 Hiểu rõ về design pattern và cách implements trong thực tế 
 Có kinh nghiệm xây dựng ứng dụng hoàn chỉnh backend cho webapp và mobileapp 
 Hiểu rõ và có kinh nghiệm sử dụng spring boot, spring security, spring data. 
 Sử dụng thành thạo cơ sở dữ liệu quan hệ ,hiểu rõ ORM và implements JPA/Hibernate 
 Có kinh nghiệm làm việc với các service của AWS 
 Tối ưu hóa query, hiểu biết về index, thiết kế csdl theo chuẩn 3rd 
 Có kinh nghiệm về Microservices, domain driven design, cqrs, event sourcing 
 Có kinh nghiệm về event driven trong microservices, event queue, caching bằng Kafka & Redis 
 Có kinh nghiệm về logging, monitoring bằng ELK, Prometheus, Grafana 
 Có kinh nghiệm về deploy trên K8s, aws cloud là 1 lợi thế. 
 Có kiến thức cơ bản về hệ thống, Network, OS (Window, Linux ..) 
 Sử dụng thành thạo các IDE phát triển. 
 Các kinh nghiệm liên quan khác 
 Xây dựng được một ứng dụng  app frontend/backend hoàn chỉnh, module hóa các nhóm tính năng mang tính trìu tượng cao. 
 Kinh nghiệm 3 năm làm về các ứng dụng/hệ thống tài chính ngân hàng. 
 Sử dụng thành thạo các tool quản lý source code, quản lý công việc. 
 Tiếng anh đọc hiểu tài liệu tiếng anh chuyên ngành tốt, giao tiếp tốt là một lợi thế. 
 Kiến thức triển khai dự án với các phương pháp khác nhau như agile, water-fall, Kanban… 
 Có kinh nghiệm hướng dẫn và review code cho các thành viên trong team 
 Có kinh nghiệm phân tích yêu cầu nghiệp vụ 
 Có kinh nghiệm xây dựng các hệ thống có tính mở rộng 
 Các năng lực khác 
 Có khả năng tư duy logic 
 Đánh giá, giải quyết vấn đề 
 Lập kế hoạch, tổ chức công việc, phối hợp với nội bộ team cũng như ngoài team."
"Automation Tester (Java, Selenium)",CODE88 COMPANY LIMITED,"Your skills and experience 
 Skills & Qualifications: 
 • Experience in developing and executing test cases. 
 • Experience performing functional, integration, smoke, regression, usability and compatibility testing as well as assisting with user acceptance test. 
 • Comprehensive knowledge of software testing techniques and methodologies. 
 • Can identify ambiguous requirements and promote suggestions to implement the features or any logical issues. 
 • Strong Problem-Solving and Analytical Skills. 
 • Strong interpersonal and communications skills, both oral and written. 
 • A self-initiated and proactive team player who can work with minimal supervision. 
 • Proven experience in leading QA projects or managing QA activities within a project. 
 • Ability to handle complex testing tasks independently and propose solutions to any identified issues. 
 • Certification in software testing (e.g., ISTQB) is a plus. 
 • Must have Basic English communication. 
 Knowledge & Experience: 
 • Degree in IT/Computer Science/Computer Engineering. 
 • More than 2 years of experience in software testing with different types of testing."
Senior Java Developer (Spring/OOP),Nakivo,"Your skills and experience 
 You properly are a potential candidate for this position, if you have: 
 ● Able to use AI tools to accelerate development 
 ● Strong understanding of object-oriented design patterns. 
 ● Fluency in Java 8+ and the related ecosystem. 
 ● Solid experience with Spring Framework (dependency injection, transactions, security, scheduling) 
 ● Solid experience with Hibernate/JPA (entity mapping, lazy/eager loading, cascading, HQL/JPQL) 
 ● Good at JavaScript, HTML, and CSS. 
 ● Strong SQL skills and experience with database migration tools (Liquibase or Flyway) 
 ● Experience with multi-threaded / concurrent programming 
 ● Experience with Gradle or Maven build systems 
 ● Able to quickly learn and work with new APIs, SDKs. 
 ● Able to follow existing code standards. 
 ● Able to write modules, clean and well-tested code. 
 ● At least 5 years of experience in a relevant position. 
 ● Intermediate+ English (reading specs, writing documentation, team communication) 
 ● At least 1 year of mentoring, training, or managing experience. 
 You would be a strong candidate, if you have one of these following: 
 ● Knowledge of virtualization concepts (VMs, snapshots, replication, hypervisor APIs) 
 ● Experience with Linux administration and bash scripting 
 ● Familiarity with PowerShell for Windows automation 
 ● Experience with network programming (sockets, SSH, HTTP clients) 
 ● Experience with SVN, Jira, and Confluence 
 ● IntelliJ IDEA or VSCode 
 ● Experience with large monolithic Java codebases"
Java Software Engineer,Pizza Hut Digital & Technology,"Your skills and experience 
 Core Skills 
 Strong expertise in Java (OOP, concurrency, collections, transaction management). 
 Proficiency with Spring Boot, Spring Data, Dependency Injection. 
 Experience designing and scaling RESTful microservices. 
 Knowledge of API security (OAuth, Cognito, token-based auth, RBAC). 
 Experience with event-driven architecture (Kafka, SQS). 
 Strong SQL and NoSQL database experience. 
 Experience diagnosing and resolving production issues. 
 Experience integrating AI-driven services into backend workflows. 
 Exposure to conversational systems or recommendation engines. 
 Experience supporting large-scale multi-tenant platforms 
 Version Control & Agile 
 Proficient in Git for version control and team collaboration. 
 Experience working in Agile environments, participating in sprints, and collaborating with cross-functional teams. 
 Bonus Skills 
 Familiarity with JavaScript/TypeScript (ES6+). 
 Experience with CI/CD tools such as Jenkins, CircleCI, and Harness. 
 Hands-on experience with AWS services (EC2, EKS, S3, RDS, Lambda). 
 Knowledge of Kubernetes for container orchestration, scaling, and deployment. 
 Experience with monitoring and logging tools like DataDog."
"Senior/Lead Software Engineer (Java, Golang, English)",GFT Technologies Vietnam,"Your skills and experience 
 Technical Qualifications 
 Bachelor’s or Master’s degree in Computer Science, Engineering, or a related field 
 8+ years of backend development experience. 
 3+ years in a Technical Lead or senior engineering role. 
 Strong experience with Java and backend frameworks (e.g. Spring Boot). 
 Experience designing and implementing microservices, API-driven systems, event-driven architectures or messaging systems (e.g., Kafka), RDBMS and SQL. 
 Solid experience working with containerization (Docker, Kubernetes). 
 Strong understanding of CI/CD, version control (Git), and automated pipelines. 
 Experience working in Agile delivery environments. 
 Excellent leadership, communication, and stakeholder management skills. 
 Specific Qualifications 
 Experience working in banking, fintech, or financial services environments. 
 Familiarity with core banking, card, payment systems, or related financial systems. 
 Knowledge of industry standards (e.g. PCI-DSS) or payment security practices. 
 Handson exposure to AIassisted development tools (GitHub Copilot, Claude Code, or similar). 
 Ability to write effective prompts and context for AI code generation. 
 Ability to assess AI-generated code, verify security vulnerabilities, validate AI-generated tests for completeness and edge case coverage. 
 Nice-to-Have 
 Experience with Golang programming language 
 Exposure to cloud platforms (AWS, Azure, or GCP) 
 Familiarity with modern API architectures such as GraphQL or BFF patterns 
 Experience working with mobile-first platforms or digital banking applications 
 What Makes You Successful in This Role 
 You are experienced engineer with great mindset in leading end-to-end technical delivery and problem solving, forward thinking in applying AI-assisted solutions to optimize productivity, and willingness in mentoring others. 
 (Note: Due to the high volume of applications we receive, we are unable to respond to every candidate individually. If you have not received a response from GFT regarding your application within 10 workdays, please consider that we have decided to proceed with other candidates. We truly appreciate your interest in GFT and thank you for your understanding)"
Java Solution Architect,GEM Corporation,"Your skills and experience 
 REQUIRED SKILLS AND EXPERIENCE 
 Computer Science, Computer Information Systems, or higher education preferred. 
 10+ years in software engineering, with strong backend focus in Java (must-have) 
 Experience with distributed systems, multi-tenant SaaS architectures, configuration-driven systems 
 Background in FinTech, HealthTech, Smart Manufacturing, ERP, or other regulated enterprise systems 
 Experience in HRTech / Payroll / Compliance platforms is a strong advantage 
 Strong system-thinking mindset: trade-offs, constraints, long-term maintainability 
 Proven experience leading multiple teams indirectly 
 Comfortable challenging engineers, tech leads, and managers 
 Able to explain complex systems to engineers (deep), to customers and executives (clear & simple) 
 Strong verbal and written communication skills (architecture docs, bids, proposals) 
 Ability to learn new products, technologies, and industry trends quickly. 
 Comfortable presenting to audiences including resources from all levels of organization: business, IT, C-level. 
 Excellent time and task management skills with ability to prioritize and adapt to re-prioritization as necessary. 
 Results oriented with a commitment to quality of product and service. 
 Self-motivated and creative with a natural drive to learn and pick up new challenges. 
 Proficient in English, ability to communicate in Japanese/Korean is a big plus 
 DESIRED SKILLS 
 ​Experience as software engineer in a complex, enterprise-level development projects 
 Establish software development patterns and best practices via examples and shipping code 
 Develop architectures that are inherently secure, robust, scalable, modular, API-centric and global. 
 Collaborate with business team to develop and clarify requirements to enable development of technical solutions 
 Provide executive level support for initiatives, particularly as related to re-use, funding requirements and areas of risk 
 Multi-tasking ability essential to handle multiple priorities with minimal direction from management 
 Excellent soft skills: leading client and team discussions, team player, ability to train others 
 Good knowledge & experience in other new technologies e.g. Blockchain, AI, etc."
Middle/Senior System Developer (Java) - IT Engineering,"Esoft Vietnam., Ltd","Your skills and experience 
 1. Education 
 Bachelor’s degree, preferably in Information Technology or a related field. 
 2. Experience 
 At least 3 years of experience in Java development. 
 Experience working with overseas clients or international colleagues is a plus. 
 3. Technical Skills 
 Strong Java programming skills. 
 Experience with AWS (Amazon Web Services). 
 4. Soft Skills 
 Good English communication skills. 
 Strong time management and ability to work with deadlines. 
 Problem-solving mindset and proactive attitude. 
 5. Personal Attributes 
 Candidates should demonstrate the 6 core values of Esoft: 
 6. Other Requirements 
 Willing to work outside normal working hours when necessary. 
 Working time: 9h-18h (Mon-Fri) 
 Location: Han Viet Tower, 203 Minh Khai, Bach Mai Ward, Hanoi"
"Software Engineer (Java, Python, C++) - Up to 50M",VIETTEL CUSTOMER SERVICE,"Your skills and experience 
 Tốt nghiệp Đại học bằng khá trở lên chuyên ngành CNTT, ĐTVT, Toán tin Ứng dụng 
 Có ít nhất 2 năm kinh nghiệp phát triển ứng dụng bằng các ngôn ngữ: Java, Python, C++ 
 Có kiến thức chuyên sâu về cấu trúc dữ liệu và giải thuật, quy trình phát triển phần mềm, Design Patterns, Cloud và mạng máy tính. 
 Kinh nghiệm về phát triển các hệ thống Microservice và SOA 
 Kỹ năng giải quyết vấn đề, dẫn dắt và làm việc nhóm 
 Thành thạo một trong các công nghệ Webservices (SOAP/RESTful), Websocket, Hibernate, JPA, HTML5/CSS3, Spring MVC, Struts 
 Thành thạo một trong các hệ quản trị CSDL quan hệ: Oralce, MySQL, SQL Server 
 Khả năng phân tích, giải quyết vấn đề tốt, tư duy hệ thống, chịu được áp lực cao. 
 Tiếng anh tương đương 550 TOEIC trở lên. 
 Ưu tiên: 
 Tốt nghiệp các trường: Đại học Bách khoa Hà Nội, Đại học Công nghệ - ĐHQGHN, Học viện Bưu chính Viễn thông, FPT, … 
 Có kinh nghiệm xây dựng và triển khai các hệ thống kiến trúc Microservice 
 Đã làm việc theo Agile, có kinh nghiệm sử dụng Jira, Jenkin, … 
 Năng động, sáng tạo và có khả năng tự nghiên cứu 
 Có các chứng chỉ quốc tế về lập trình và cơ sở dữ liệu."
Java Developer / Trên 3 năm KN / PV 1 vòng /~45M Gross,SoftRoad Việt Nam,"Your skills and experience 
 Over 3 years of practical experience in Java (Java SE/Kotlin, Java EE/Spring/Spring Boot) 
 Practical knowledge of version control systems, including Git flow, Trunk, and GitHub flow branching strategies. 
 Experience with SQL and JPA/Hibernate. 
 Experience with messaging systems such as Kafka, Solace, RabbitMQ, or AWS Kinesis. 
 Proven experience developing RESTful APIs and event-driven microservices using Kafka. 
 Hands-on experience with Kubernetes and Docker. 
 Familiarity with DevOps toolchain: GitHub, CircleCI, Artifactory, SonarQube, etc. 
 Knowledge of NoSQL databases such as DynamoDB. 
 Experience with elastic AWS infrastructure. 
 Proficiency in agile software development methodologies (Scrum or Kanban). 
 Knowledge of Test-Driven Development methodology. 
 Priority will be given to those who know English. 
 A structured mindset with the ability to adapt to changes in a fast-growing organization. 
 Ambitious and results-driven personality. 
 Ability to work well as part of a team in a fast-paced environment."
"Senior Software Engineering (Java, .NET, SQL, Agile)",Techcombank,"Your skills and experience 
 I. Domain Expertise 
 Strong preference for candidates with hands-on experience in card core system development and implementation, and solid understanding of card business operations and banking processes, such as TranzWare, Way4, or equivalent systems 
 Experience in e-commerce, payment services (card-based and electronic payments), financial services, or banking is highly preferred 
 At least 5 years of software development experience, with proven experience in designing and developing Banking or Payment APIs 
 Proficiency in programming languages such as Java, .NET, SQL, or related technologies 
 Good understanding of software development processes and the Software Development Life Cycle (SDLC). 
 B. Agile / Digital Experience 
 Understands Agile principles, practices and Scrum methodologies 
 Experience working in Agile teams to support digital transformation projects 
 C. Qualifications 
 Bachelor's degree in computer science, software engineering or information technology 
 English according to TCB's regulations in each period."
".NET Developer (C#, ASP.NET,...)(strong English)",Wilmar CLV (Cambodia Laos Vietnam),"Your skills and experience 
 Basic knowledge of .NET technologies, including C#, ASP.NET, and MVC. 
 Understanding of RESTful API design principles and web services. 
 Experience working with databases (SQL Server, MySQL, etc.) and ORM frameworks like Entity Framework. 
 Knowledge of web development (CSHTML, HTML, CSS, JavaScript) is a plus. 
 Strong analytical, problem-solving, and debugging skills. 
 Ability to work independently and as part of a team. 
 Excellent communication and interpersonal skills. 
 Eagerness to learn and grow in the field of software development. 
 Preferred Qualifications (Nice to Have): 
 Hands-on experience with ABP.io framework 
 Experience building applications using Blazor Server and/or Blazor WebAssembly 
 Familiarity with Azure DevOps (Repos, Pipelines, Boards) 
 Experience using SonarQube or similar static code analysis tools 
 Understanding of DevOps principles and CI/CD best practices 
 Experience deploying containerized applications to cloud container platforms (Azure AKS, AWS EKS/ECS, etc.) 
 Exposure to cloud platforms such as Azure or AWS. 
 Basic understanding of Visual Studio for Office(VSTO)"
PHP Team Leader (Laravel/ SQL),ORO Vietnam,"Your skills and experience 
 Skills And Qualifications 
 Strong proficiency in the PHP programming language and hands-on experience with the Laravel framework. 
 Experience with relational databases (such as MySQL) and writing efficient SQL queries. 
 Familiarity with RESTful APIs and experience in building and consuming APIs. 
 DevOps, Server, and Linux experienced 
 Proficient understanding of version control systems, preferably Git. 
 Excellent problem-solving skills, attention to detail, and ability to work in a collaborative team environment. 
 Skills And Qualifications 
 Experience with other PHP frameworks (e.g., Symfony, CodeIgniter) is a plus. 
 Knowledge of containerization and orchestration tools, such as Docker and Kubernetes. 
 Experience in Agile development methodologies and tools like JIRA or Trello. 
 Contributions to open-source projects or active participation in the Laravel community"
[Global Market] Database Developer (SQL),RIKKEISOFT,"Your skills and experience 
 2+ years of experience in SQL and database development (4+ years for Senior level) 
 Strong knowledge of relational databases such as SQL Server and/or Oracle Database 
 Hands-on experience writing and optimizing SQL queries using T-SQL and/or PL/SQL 
 Good understanding of data integrity, normalization, and transaction handling 
 Experience with performance tuning and database optimization (Senior level expected to handle complex cases) 
 Familiar with Git and common Agile development practices 
 Good English communication skills for daily work (written and spoken) 
 Experience with reporting or ETL tools (e.g. SSIS, Power BI) is a plus 
 Basic understanding of data warehousing or OLAP concepts is a plus 
 Experience in data modeling, database architecture, or CI/CD for database deployment is an advantage for Senior candidates"
Senior Golang Developer,CÔNG TY TNHH FINAN,"Your skills and experience 
 3+ years of experience in Go (Golang) development and 2+ years of experience in microservices development. 
 Hands-on experience with containerization technologies such as Docker and Kubernetes. 
 Familiarity with REST, gRPC, and RabbitMQ APIs. 
 Experience working with PostgreSQL, Elasticsearch, and Redis. 
 Ability to design and develop back-end architecture when necessary. 
 Knowledge of Prometheus, Elastic Stack (Elasticsearch, Logstash, Kibana), Grafana, Ansible, and cloud infrastructure. 
 Proactive, adaptable, and eager to learn new technologies. 
 Self-motivated with a positive ""can-do"" attitude and strong teamwork skills. 
 Well-disciplined and responsible for task delivery. 
 Experience with multi-database environments (MySQL, NoSQL, etc.) is a plus."
[HCM] Salesforce Developer (All level) | Up to 55M VND,Hybrid Technologies,"Your skills and experience 
 Must have: 
 Bachelor’s Degree in Computer Science or related field 
 From 3 – 6+ years experience as a Salesforce Developer. 
 Have Salesforce Platform Developer 1 Certified. 
 Apex development. 
 Hands-on experience in administration setup, e.g., managing users, security controls, and data as well as creating roles, profiles, and reports. 
 Experience in designing custom objects, custom fields, picklists, page layouts, workflow, approval processes, validation rules, custom tabs, reports, Visualforce pages, dashboards, and email generation according to application requirements 
 Nice to have (Optional): 
 Candidates with the following Salesforce certifications are preferred: 
 Salesforce Administrator 
 Salesforce Platform Developer I, II 
 Salesforce Application Architect 
 Salesforce Javascript Developer I 
 Salesforce Certified Administrator (SCA) 
 Good English or Japanese."
.NET Developer (Mortgage Systems),Topicus Vietnam,"Your skills and experience 
 Bachelor's degree in Computer Science, Information Technology, or a related field. 
 Strong English communication skills, both written and verbal. 
 Minimum of 3 years of experience in .NET development. 
 Proficiency in C# and the .NET framework. 
 Experience with SQL databases. 
 Strong understanding of object-oriented programming principles. 
 Excellent problem-solving skills and attention to detail. 
 Effective communication and teamwork abilities. 
 Experience with Azure DevOps and Azure Pipelines is a plus. 
 Experience working in an international team is a plus."
IMS Developer (Cobol),Capgemini Vietnam,"Your skills and experience 
 Bachelor Degree in Computer Science/ related degree with at least 2 year of working experience in Cobol, IMS 
 Able to communicate in English is mandatory"
Senior Laravel Developer,KOSATEC EMPOWERING GLOBAL INNOVATION,"Your skills and experience 
 Bachelor of Computer Science or related field 
 Extensive experience with Laravel, in particular versions 10/11 
 Tools: REST APIs, Sanctum/Passport, Eloquent ORM, Migrations, Query Builder, Horizon, Queues, Nova/Filament, PHPUnit/Pest 
 Databases: MySQL (required), PostgreSQL (nice to have), Redis (nice to have) 
 Frontend (nice to have): React, Vue.js, Blade, Livewire, Tailwind 
 Github, CI/CD, AWS or Google Cloud, Docker, etc. 
 Good English"
